attribute_id,project,risk,rationale
el:TreatmentTemperatureUnit,EL,Low,"This is a technical metadata field specifying the measurement unit (e.g., °C/°F) for treatment temperature. It does not identify individuals nor provide quasi-identifying demographic or clinical detail, so it is low sensitivity."
htan2:Trimmer,HTAN2,Low,"Describes the software used for trimming (a technical processing/tool metadata). This is non-personal technical metadata (no identifiers, demographics, or sensitive content), so it qualifies as Low risk."
htan:Trimmer,HTAN,Low,"Software/tool metadata (name of trimmer used) is non-personal technical information. It does not contain identifiers, demographic, location, or sensitive clinical data, so sensitivity is low."
gf:Tseries,GF,Low,Describes a technical property of the data file (whether it contains a time-series of images). This is non-personal technical metadata and does not directly identify individuals or provide longitudinal/identifying context.
gf:UMIBarcodeLength,GF,Low,Numeric attribute indicating the length of the UMI barcode (sequencing/library-prep technical parameter). It contains no personal identifiers or quasi-identifiers and is non-personal technical metadata.
gf:UMIBarcodeOffset,GF,Low,"Numeric technical metadata indicating the start offset of a UMI within a sequencing read. This is non-personal instrument/processing metadata and does not reveal identity, contact, location, or sensitive clinical information."
gf:UMITag,GF,NeedsReview,"Description and valid values are listed as TBD/none and no validation rules provided, so scope and sensitivity are unclear; cannot determine whether this is identifying, quasi-identifying, or non-personal metadata without further information."
htan:UMITag,HTAN,Low,This is a SAM tag containing a UMI (unique molecular identifier) or UB/UR barcode used for sequencing deduplication. It is technical sequencing metadata (molecular barcode) and does not directly identify individuals or reveal sensitive personal/clinical information.
htan2:UNIPROTProteinIDTarget,HTAN2,Low,"UNIPROT IDs are non-personal protein identifiers describing antibody targets. This is technical biological metadata about molecular targets and does not reveal personal identity, contact, location, financial, or sensitive clinical information."
htan:UNIPROTProteinIDTarget,HTAN,Low,"Lists UniProt protein identifiers targeted by an antibody — non-personal technical/biological metadata (protein IDs), does not reveal individual identities or sensitive personal information."
htan2:UnmappedRead-Pairs,HTAN2,Low,"This is a technical sequencing QC metric (count of read-pairs with at least one end unmapped). It contains no personal identifiers, demographics, longitudinal markers, or specimen IDs and is non-identifying aggregate/technical metadata. No validation rules or values indicating increased re-identification risk."
htan:UnmappedRead-Pairs,HTAN,Low,"This is a technical sequencing quality metric (count of read-pairs with at least one end unmapped). It contains no personal identifiers, location, or sensitive clinical information, so it is non-personal technical metadata."
el:UseReadMeFile,EL,Low,Non-personal technical/study logistics metadata indicating whether a readme file was uploaded to Synapse. Does not contain identifying information or quasi-identifiers and poses minimal re-identification risk.
el:UseReagent,EL,Low,"Describes a technical/sample-processing detail (whether a reagent was applied). Contains no personal identifiers, demographic or cohort information, or sensitive clinical/financial data; therefore classified as non-personal technical metadata (Low)."
el:VacuumPressure,EL,Low,"VacuumPressure is a technical instrument/environmental measurement (recorded vacuum pressure) with no personal identifiers, no demographic or longitudinal links, and contains only non-personal technical metadata, so it poses low re-identification/privacy risk."
el:VacuumPressureUnit,EL,Low,Describes the unit of a measured physical property (vacuum pressure). This is non-personal technical metadata (measurement unit) and does not contain identifiers or quasi-identifiers; therefore low re-identification risk.
el:VariantCount,EL,Low,"This is an aggregate technical metric (count of variants analysed after QC) describing study-level data, not tied to individuals or identifiers. It does not reveal personal, demographic, or sensitive information."
gf:Vendor,GF,NeedsReview,Description is 'TBD' and there are no validation rules or valid values; scope is unclear (could be equipment/manufacturer—low risk—or an organization/person-linked vendor—moderate/high). Insufficient information to classify.
htan2:Vendor,HTAN2,NeedsReview,"The attribute is described only as 'Vendor' with no context, valid values, or validation rules. It is unclear whether this refers to instrument/manufacturer (non‑personal technical metadata) or an entity that could identify a provider/site; additional scope and value constraints are needed to determine sensitivity."
htan2:VisiumFileType,HTAN2,Low,Describes the technical file type produced by a Visium experiment (a non-personal technical metadata attribute). It does not identify individuals or provide quasi-identifiers and contains no sensitive clinical/financial information.
htan:VisiumFileType,HTAN,Low,"This attribute describes a technical file type generated by a Visium experiment (file format/role). It contains non-personal technical metadata about data files rather than any identifiers, demographics, or sensitive clinical information, so it is Low risk."
